j0; j1; j2; cos(j0); cos(j1); cos(j2); sin(j0); sin(j1); sin(j2); ee_x; ee_y; ee_qw; ee_qz
 1.791; -0.091;  0.078; -0.218;  0.996;  0.997;  0.976; -0.091;  0.078; -0.057;  0.304;  0.630;  0.776
 1.597; -0.348;  0.020; -0.026;  0.940;  1.000;  1.000; -0.341;  0.020;  0.062;  0.300;  0.805;  0.593
 1.397; -0.620; -0.051;  0.173;  0.814;  0.999;  0.985; -0.581; -0.051;  0.171;  0.242;  0.935;  0.355
 1.197; -0.884; -0.089;  0.365;  0.634;  0.996;  0.931; -0.773; -0.089;  0.239;  0.148;  0.994;  0.111
 0.950; -1.083; -0.080;  0.581;  0.468;  0.997;  0.814; -0.884; -0.080;  0.265;  0.045;  0.994; -0.107
 0.641; -1.273; -0.063;  0.801;  0.294;  0.998;  0.598; -0.956; -0.063;  0.245; -0.070;  0.940; -0.340
 0.293; -1.505; -0.062;  0.957;  0.066;  0.998;  0.289; -0.998; -0.062;  0.163; -0.170;  0.804; -0.595
-0.063; -1.761; -0.054;  0.998; -0.189;  0.999; -0.063; -0.982; -0.054;  0.041; -0.208;  0.590; -0.807
-0.381; -1.879; -0.045;  0.928; -0.303;  0.999; -0.372; -0.953; -0.045; -0.045; -0.195;  0.404; -0.915
-0.656; -1.863; -0.036;  0.793; -0.288;  0.999; -0.610; -0.958; -0.036; -0.094; -0.180;  0.289; -0.957
-0.879; -1.837; -0.033;  0.638; -0.263;  0.999; -0.770; -0.965; -0.033; -0.129; -0.160;  0.195; -0.981
-1.082; -1.779; -0.024;  0.470; -0.207;  1.000; -0.883; -0.978; -0.024; -0.155; -0.144;  0.128; -0.992
-1.317; -1.717; -0.013;  0.252; -0.146;  1.000; -0.968; -0.989; -0.013; -0.184; -0.118;  0.047; -0.999
-1.589; -1.647;  0.021; -0.019; -0.077;  1.000; -1.000; -0.997;  0.021; -0.211; -0.082; -0.037; -0.999
-1.863; -1.566;  0.067; -0.288;  0.005;  0.998; -0.958; -1.000;  0.067; -0.232; -0.043; -0.110; -0.994
-2.103; -1.502;  0.130; -0.508;  0.069;  0.992; -0.862; -0.998;  0.130; -0.244; -0.005; -0.166; -0.986
-2.290; -1.458;  0.254; -0.659;  0.112;  0.968; -0.752; -0.994;  0.252; -0.251;  0.020; -0.175; -0.985
-2.463; -1.446;  0.430; -0.778;  0.125;  0.909; -0.628; -0.992;  0.417; -0.254;  0.043; -0.168; -0.986
-2.641; -1.456;  0.637; -0.877;  0.114;  0.804; -0.480; -0.993;  0.595; -0.250;  0.068; -0.158; -0.987
-2.826; -1.485;  0.817; -0.951;  0.085;  0.684; -0.310; -0.996;  0.729; -0.237;  0.099; -0.175; -0.984
-3.038; -1.523;  0.964; -0.995;  0.048;  0.570; -0.103; -0.999;  0.822; -0.213;  0.137; -0.226; -0.974
-3.196; -1.589;  1.143; -0.999; -0.018;  0.415;  0.054; -1.000;  0.910; -0.188;  0.159; -0.251; -0.968
-3.200; -1.690;  1.320; -0.998; -0.119;  0.248;  0.059; -0.993;  0.969; -0.182;  0.150; -0.214; -0.977
-3.174; -1.812;  1.447; -0.999; -0.239;  0.124;  0.033; -0.971;  0.992; -0.174;  0.142; -0.197; -0.980
-3.141; -1.847;  1.580; -1.000; -0.273; -0.009; -0.001; -0.962;  1.000; -0.179;  0.125; -0.134; -0.991
-3.100; -1.834;  1.741; -0.999; -0.260; -0.170; -0.041; -0.966;  0.985; -0.188;  0.099; -0.026; -1.000
-3.019; -1.820;  1.859; -0.993; -0.246; -0.284; -0.122; -0.969;  0.959; -0.195;  0.069;  0.084; -0.996
-2.942; -1.810;  1.855; -0.980; -0.237; -0.280; -0.198; -0.971;  0.960; -0.201;  0.053;  0.122; -0.992
-2.899; -1.805;  1.805; -0.971; -0.232; -0.232; -0.240; -0.973;  0.973; -0.205;  0.050;  0.121; -0.993
-2.870; -1.777;  1.737; -0.963; -0.205; -0.165; -0.268; -0.979;  0.986; -0.210;  0.048;  0.115; -0.993
-2.842; -1.753;  1.698; -0.955; -0.181; -0.127; -0.295; -0.983;  0.992; -0.214;  0.043;  0.122; -0.993
-2.789; -1.786;  1.652; -0.938; -0.214; -0.081; -0.346; -0.977;  0.997; -0.215;  0.041;  0.109; -0.994
-2.735; -1.818;  1.562; -0.918; -0.245;  0.008; -0.396; -0.970;  1.000; -0.216;  0.043;  0.075; -0.997
-2.691; -1.816;  1.431; -0.900; -0.242;  0.139; -0.435; -0.970;  0.990; -0.220;  0.047;  0.033; -0.999
-2.661; -1.793;  1.293; -0.887; -0.220;  0.274; -0.462; -0.975;  0.962; -0.224;  0.053; -0.010; -1.000
-2.652; -1.728;  1.152; -0.882; -0.157;  0.407; -0.471; -0.988;  0.913; -0.230;  0.057; -0.043; -0.999
-2.643; -1.672;  1.006; -0.878; -0.101;  0.536; -0.478; -0.995;  0.844; -0.235;  0.063; -0.084; -0.997
-2.639; -1.656;  0.897; -0.876; -0.085;  0.624; -0.482; -0.996;  0.781; -0.235;  0.071; -0.128; -0.992
-2.637; -1.675;  0.784; -0.875; -0.104;  0.708; -0.484; -0.995;  0.706; -0.228;  0.085; -0.192; -0.981
-2.628; -1.760;  0.632; -0.871; -0.188;  0.807; -0.491; -0.982;  0.591; -0.209;  0.109; -0.302; -0.953
-2.666; -1.833;  0.447; -0.889; -0.259;  0.902; -0.458; -0.966;  0.433; -0.177;  0.139; -0.441; -0.897
-2.707; -1.815;  0.234; -0.907; -0.242;  0.973; -0.421; -0.970;  0.231; -0.155;  0.156; -0.543; -0.840
-2.752; -1.762;  0.025; -0.925; -0.190;  1.000; -0.379; -0.982;  0.025; -0.137;  0.167; -0.624; -0.782
-2.816; -1.741; -0.135; -0.947; -0.169;  0.991; -0.320; -0.986; -0.135; -0.113;  0.177; -0.700; -0.714
-2.891; -1.786; -0.249; -0.969; -0.213;  0.969; -0.248; -0.977; -0.246; -0.077;  0.183; -0.778; -0.628
-2.976; -1.826; -0.368; -0.986; -0.253;  0.933; -0.165; -0.968; -0.360; -0.041;  0.182; -0.849; -0.528
-3.042; -1.808; -0.472; -0.995; -0.235;  0.891; -0.100; -0.972; -0.455; -0.023;  0.179; -0.887; -0.462
-3.131; -1.751; -0.577; -1.000; -0.179;  0.838; -0.011; -0.984; -0.545; -0.008;  0.178; -0.916; -0.401
-3.181; -1.715; -0.750; -0.999; -0.144;  0.732;  0.039; -0.990; -0.681;  0.007;  0.168; -0.950; -0.312
-3.172; -1.731; -0.950; -1.000; -0.160;  0.581;  0.030; -0.987; -0.814;  0.019;  0.147; -0.977; -0.213
-3.158; -1.772; -1.167; -1.000; -0.200;  0.393;  0.016; -0.980; -0.920;  0.030;  0.120; -0.996; -0.093
-3.149; -1.825; -1.370; -1.000; -0.252;  0.199;  0.007; -0.968; -0.980;  0.036;  0.090; -0.999;  0.032
-3.133; -1.826; -1.518; -1.000; -0.252;  0.053; -0.008; -0.968; -0.999;  0.032;  0.075; -0.995;  0.097
-3.146; -1.817; -1.614; -1.000; -0.243; -0.044;  0.005; -0.970; -0.999;  0.030;  0.065; -0.989;  0.147
-3.158; -1.810; -1.676; -1.000; -0.237; -0.105;  0.016; -0.972; -0.994;  0.028;  0.060; -0.984;  0.180
-3.153; -1.785; -1.731; -1.000; -0.213; -0.160;  0.012; -0.977; -0.987;  0.024;  0.057; -0.981;  0.192
-3.126; -1.702; -1.775; -1.000; -0.131; -0.203; -0.016; -0.991; -0.979;  0.016;  0.063; -0.987;  0.159
-3.083; -1.577; -1.790; -0.998; -0.007; -0.218; -0.058; -1.000; -0.976;  0.003;  0.076; -0.996;  0.084
-3.079; -1.437; -1.783; -0.998;  0.133; -0.211; -0.063; -0.991; -0.978; -0.009;  0.090; -1.000;  0.008
-3.096; -1.299; -1.795; -0.999;  0.269; -0.222; -0.045; -0.963; -0.975; -0.022;  0.101; -0.999; -0.046
-3.109; -1.155; -1.795; -0.999;  0.404; -0.222; -0.033; -0.915; -0.975; -0.036;  0.111; -0.994; -0.112
-3.119; -0.990; -1.735; -1.000;  0.549; -0.164; -0.023; -0.836; -0.987; -0.057;  0.127; -0.976; -0.218
-3.105; -0.862; -1.625; -0.999;  0.651; -0.054; -0.037; -0.759; -0.999; -0.083;  0.140; -0.941; -0.339
-3.046; -0.776; -1.527; -0.995;  0.714;  0.044; -0.095; -0.700; -0.999; -0.112;  0.142; -0.893; -0.451
-2.985; -0.716; -1.498; -0.988;  0.755;  0.073; -0.156; -0.656; -0.997; -0.132;  0.135; -0.857; -0.516
-2.950; -0.642; -1.484; -0.982;  0.801;  0.087; -0.191; -0.599; -0.996; -0.149;  0.127; -0.823; -0.568
-2.911; -0.493; -1.428; -0.974;  0.881;  0.142; -0.229; -0.473; -0.990; -0.181;  0.112; -0.748; -0.664
-2.842; -0.343; -1.365; -0.956;  0.942;  0.205; -0.295; -0.336; -0.979; -0.213;  0.083; -0.647; -0.762
-2.721; -0.229; -1.297; -0.913;  0.974;  0.270; -0.408; -0.227; -0.963; -0.239;  0.039; -0.525; -0.851
-2.612; -0.086; -1.174; -0.863;  0.996;  0.387; -0.505; -0.085; -0.922; -0.259; -0.020; -0.357; -0.934
-2.575;  0.049; -0.987; -0.843;  0.999;  0.551; -0.537;  0.049; -0.834; -0.268; -0.072; -0.184; -0.983
-2.572;  0.164; -0.765; -0.842;  0.987;  0.721; -0.539;  0.163; -0.693; -0.268; -0.117; -0.016; -1.000
-2.581;  0.329; -0.540; -0.847;  0.946;  0.858; -0.531;  0.323; -0.514; -0.251; -0.168;  0.174; -0.985
-2.580;  0.546; -0.341; -0.847;  0.854;  0.942; -0.532;  0.520; -0.335; -0.209; -0.219;  0.374; -0.927
-2.524;  0.774; -0.166; -0.815;  0.715;  0.986; -0.579;  0.699; -0.165; -0.137; -0.260;  0.575; -0.818
-2.447;  0.958;  0.029; -0.769;  0.575;  1.000; -0.640;  0.818;  0.029; -0.056; -0.273;  0.745; -0.667
-2.366;  1.119;  0.215; -0.714;  0.436;  0.977; -0.700;  0.900;  0.213;  0.017; -0.259;  0.870; -0.494
-2.276;  1.257;  0.380; -0.648;  0.309;  0.929; -0.762;  0.951;  0.371;  0.076; -0.227;  0.949; -0.314
-2.163;  1.323;  0.572; -0.558;  0.246;  0.841; -0.830;  0.969;  0.541;  0.117; -0.187;  0.991; -0.134
-2.031;  1.352;  0.770; -0.444;  0.217;  0.718; -0.896;  0.976;  0.696;  0.143; -0.142;  0.999;  0.046
-1.900;  1.416;  0.973; -0.323;  0.154;  0.563; -0.946;  0.988;  0.827;  0.153; -0.089;  0.970;  0.242
-1.774;  1.540;  1.198; -0.202;  0.031;  0.365; -0.979;  1.000;  0.931;  0.140; -0.031;  0.886;  0.463
-1.670;  1.667;  1.464; -0.099; -0.096;  0.107; -0.995;  0.995;  0.994;  0.102;  0.009;  0.745;  0.667
-1.575;  1.807;  1.736; -0.004; -0.234; -0.164; -1.000;  0.972;  0.986;  0.054;  0.024;  0.554;  0.833
-1.517;  1.856;  1.916;  0.054; -0.281; -0.339; -0.999;  0.960;  0.941;  0.029;  0.018;  0.423;  0.906
-1.531;  1.840;  1.903;  0.040; -0.266; -0.326; -0.999;  0.964;  0.945;  0.033;  0.019;  0.447;  0.895
-1.591;  1.823;  1.861; -0.020; -0.250; -0.286; -1.000;  0.968;  0.958;  0.040;  0.018;  0.500;  0.866
-1.649;  1.812;  1.831; -0.078; -0.239; -0.258; -0.997;  0.971;  0.966;  0.046;  0.017;  0.543;  0.840
-1.666;  1.807;  1.812; -0.095; -0.234; -0.239; -0.995;  0.972;  0.971;  0.049;  0.017;  0.560;  0.828
-1.633;  1.804;  1.780; -0.063; -0.231; -0.208; -0.998;  0.973;  0.978;  0.051;  0.019;  0.561;  0.828
-1.602;  1.802;  1.742; -0.031; -0.230; -0.170; -1.000;  0.973;  0.985;  0.055;  0.022;  0.564;  0.825
-1.590;  1.802;  1.681; -0.019; -0.229; -0.110; -1.000;  0.973;  0.994;  0.061;  0.025;  0.584;  0.811
-1.549;  1.802;  1.582;  0.022; -0.229; -0.011; -1.000;  0.973;  1.000;  0.070;  0.031;  0.608;  0.794
-1.461;  1.802;  1.492;  0.109; -0.229;  0.079; -0.994;  0.973;  0.997;  0.077;  0.040;  0.609;  0.793
-1.359;  1.789;  1.421;  0.211; -0.216;  0.149; -0.978;  0.976;  0.989;  0.081;  0.050;  0.601;  0.799
-1.282;  1.772;  1.358;  0.285; -0.200;  0.211; -0.959;  0.980;  0.977;  0.087;  0.057;  0.603;  0.798
-1.263;  1.748;  1.277;  0.303; -0.176;  0.289; -0.953;  0.984;  0.957;  0.098;  0.059;  0.636;  0.771
-1.286;  1.731;  1.189;  0.281; -0.160;  0.373; -0.960;  0.987;  0.928;  0.111;  0.057;  0.684;  0.729
-1.312;  1.731;  1.150;  0.256; -0.159;  0.409; -0.967;  0.987;  0.913;  0.117;  0.054;  0.708;  0.706
-1.319;  1.706;  1.105;  0.250; -0.135;  0.449; -0.968;  0.991;  0.894;  0.126;  0.051;  0.734;  0.679
-1.318;  1.680;  1.031;  0.250; -0.109;  0.514; -0.968;  0.994;  0.858;  0.138;  0.047;  0.767;  0.642
-1.358;  1.641;  0.964;  0.211; -0.070;  0.570; -0.977;  0.998;  0.821;  0.152;  0.034;  0.812;  0.584
-1.468;  1.592;  0.863;  0.103; -0.021;  0.650; -0.995;  1.000;  0.760;  0.170;  0.005;  0.881;  0.474
-1.607;  1.586;  0.744; -0.036; -0.015;  0.736; -0.999;  1.000;  0.677;  0.179; -0.029;  0.935;  0.354
-1.780;  1.632;  0.674; -0.207; -0.061;  0.782; -0.978;  0.998;  0.624;  0.173; -0.057;  0.966;  0.260
-1.959;  1.715;  0.610; -0.378; -0.144;  0.820; -0.926;  0.990;  0.573;  0.162; -0.077;  0.983;  0.182
-2.127;  1.820;  0.536; -0.528; -0.246;  0.860; -0.849;  0.969;  0.511;  0.150; -0.090;  0.993;  0.114
-2.316;  1.849;  0.463; -0.678; -0.275;  0.895; -0.735;  0.962;  0.447;  0.132; -0.118;  1.000; -0.001
-2.539;  1.834;  0.366; -0.824; -0.261;  0.934; -0.567;  0.965;  0.358;  0.098; -0.158;  0.986; -0.168
-2.792;  1.800;  0.269; -0.939; -0.227;  0.964; -0.343;  0.974;  0.265;  0.043; -0.191;  0.935; -0.354
-3.023;  1.720;  0.180; -0.993; -0.149;  0.984; -0.119;  0.989;  0.179; -0.025; -0.207;  0.847; -0.532
-3.201;  1.626;  0.109; -0.998; -0.055;  0.994;  0.059;  0.998;  0.109; -0.083; -0.206;  0.752; -0.659
-3.213;  1.553;  0.076; -0.997;  0.018;  0.997;  0.071;  1.000;  0.076; -0.111; -0.202;  0.702; -0.713
-3.179;  1.480;  0.085; -0.999;  0.090;  0.996;  0.037;  0.996;  0.085; -0.117; -0.205;  0.692; -0.722
-3.113;  1.394;  0.080; -1.000;  0.176;  0.997; -0.028;  0.984;  0.080; -0.122; -0.211;  0.683; -0.731
-3.045;  1.280;  0.025; -0.995;  0.286;  1.000; -0.096;  0.958;  0.025; -0.137; -0.216;  0.645; -0.764
-3.013;  1.109; -0.018; -0.992;  0.445;  1.000; -0.128;  0.895; -0.018; -0.170; -0.211;  0.573; -0.820
-2.966;  0.927; -0.049; -0.985;  0.600;  0.999; -0.175;  0.800; -0.049; -0.198; -0.202;  0.503; -0.864
-2.858;  0.772; -0.088; -0.960;  0.717;  0.996; -0.280;  0.698; -0.088; -0.208; -0.206;  0.465; -0.885
-2.757;  0.656; -0.099; -0.927;  0.792;  0.995; -0.375;  0.610; -0.099; -0.208; -0.213;  0.454; -0.891
-2.681;  0.600; -0.068; -0.896;  0.825;  0.998; -0.445;  0.564; -0.068; -0.198; -0.224;  0.476; -0.879
-2.625;  0.558; -0.041; -0.870;  0.848;  0.999; -0.494;  0.530; -0.041; -0.191; -0.232;  0.494; -0.869
-2.578;  0.471; -0.011; -0.846;  0.891;  1.000; -0.534;  0.454; -0.011; -0.193; -0.233;  0.489; -0.872
-2.493;  0.387;  0.070; -0.797;  0.926;  0.998; -0.604;  0.377;  0.070; -0.180; -0.245;  0.525; -0.851
-2.372;  0.319;  0.147; -0.718;  0.949;  0.989; -0.696;  0.314;  0.147; -0.154; -0.262;  0.580; -0.815
-2.217;  0.233;  0.228; -0.602;  0.973;  0.974; -0.799;  0.231;  0.226; -0.120; -0.280;  0.639; -0.769
-2.083;  0.176;  0.311; -0.490;  0.985;  0.952; -0.872;  0.175;  0.306; -0.085; -0.292;  0.698; -0.716
-1.966;  0.165;  0.321; -0.385;  0.986;  0.949; -0.923;  0.164;  0.315; -0.052; -0.299;  0.738; -0.675
-1.868;  0.184;  0.308; -0.293;  0.983;  0.953; -0.956;  0.183;  0.303; -0.019; -0.303;  0.773; -0.635
-1.766;  0.179;  0.326; -0.194;  0.984;  0.947; -0.981;  0.178;  0.320;  0.013; -0.303;  0.808; -0.590
-1.613;  0.177;  0.329; -0.042;  0.984;  0.946; -0.999;  0.176;  0.323;  0.058; -0.297;  0.851; -0.526
-1.444;  0.209;  0.332;  0.127;  0.978;  0.945; -0.992;  0.207;  0.326;  0.114; -0.280;  0.900; -0.436
-1.272;  0.247;  0.366;  0.295;  0.970;  0.934; -0.956;  0.245;  0.358;  0.168; -0.248;  0.946; -0.323
-1.129;  0.283;  0.422;  0.427;  0.960;  0.912; -0.904;  0.279;  0.409;  0.209; -0.211;  0.978; -0.211
-0.979;  0.333;  0.508;  0.558;  0.945;  0.874; -0.830;  0.327;  0.487;  0.245; -0.158;  0.998; -0.069
-0.815;  0.400;  0.644;  0.686;  0.921;  0.799; -0.728;  0.389;  0.601;  0.267; -0.088;  0.993;  0.115
-0.644;  0.485;  0.834;  0.800;  0.884;  0.672; -0.600;  0.467;  0.741;  0.265; -0.007;  0.944;  0.331
-0.479;  0.581;  1.070;  0.887;  0.836;  0.480; -0.461;  0.549;  0.877;  0.231;  0.066;  0.833;  0.553
-0.341;  0.627;  1.370;  0.942;  0.810;  0.200; -0.335;  0.587;  0.980;  0.181;  0.104;  0.677;  0.736
-0.208;  0.644;  1.688;  0.978;  0.800; -0.117; -0.207;  0.600;  0.993;  0.131;  0.115;  0.487;  0.873
-0.101;  0.679;  1.899;  0.995;  0.778; -0.322; -0.101;  0.628;  0.947;  0.096;  0.111;  0.322;  0.947
-0.013;  0.736;  1.894;  1.000;  0.741; -0.317; -0.013;  0.671;  0.948;  0.080;  0.120;  0.258;  0.966
 0.099;  0.777;  1.844;  0.995;  0.713; -0.270;  0.098;  0.701;  0.963;  0.063;  0.132;  0.209;  0.978
 0.274;  0.761;  1.789;  0.963;  0.724; -0.217;  0.270;  0.690;  0.976;  0.043;  0.147;  0.158;  0.987
 0.480;  0.698;  1.762;  0.887;  0.766; -0.190;  0.462;  0.642;  0.982;  0.019;  0.161;  0.101;  0.995
 0.651;  0.636;  1.771;  0.796;  0.805; -0.199;  0.606;  0.594;  0.980; -0.002;  0.166;  0.042;  0.999
 0.800;  0.586;  1.808;  0.697;  0.833; -0.235;  0.717;  0.553;  0.972; -0.022;  0.164; -0.026;  1.000
 0.988;  0.515;  1.818;  0.550;  0.870; -0.244;  0.835;  0.493;  0.970; -0.046;  0.164; -0.090;  0.996
 1.203;  0.431;  1.808;  0.359;  0.908; -0.235;  0.933;  0.418;  0.972; -0.075;  0.160; -0.150;  0.989
 1.380;  0.358;  1.805;  0.190;  0.937; -0.232;  0.982;  0.350;  0.973; -0.099;  0.154; -0.199;  0.980
 1.499;  0.289;  1.804;  0.072;  0.959; -0.231;  0.997;  0.285;  0.973; -0.113;  0.150; -0.223;  0.975
 1.598;  0.249;  1.781; -0.027;  0.969; -0.209;  1.000;  0.247;  0.978; -0.127;  0.145; -0.241;  0.971
 1.692;  0.209;  1.745; -0.121;  0.978; -0.173;  0.993;  0.207;  0.985; -0.141;  0.141; -0.249;  0.968
 1.798;  0.107;  1.725; -0.225;  0.994; -0.154;  0.974;  0.107;  0.988; -0.152;  0.140; -0.242;  0.970
 1.964; -0.044;  1.712; -0.383;  0.999; -0.141;  0.924; -0.044;  0.990; -0.170;  0.135; -0.243;  0.970
 2.161; -0.253;  1.732; -0.557;  0.968; -0.161;  0.831; -0.250;  0.987; -0.185;  0.125; -0.247;  0.969
 2.335; -0.497;  1.771; -0.692;  0.879; -0.199;  0.722; -0.477;  0.980; -0.194;  0.119; -0.232;  0.973
 2.476; -0.767;  1.795; -0.787;  0.720; -0.223;  0.617; -0.694;  0.975; -0.195;  0.122; -0.180;  0.984
 2.572; -1.073;  1.813; -0.842;  0.477; -0.240;  0.539; -0.879;  0.971; -0.185;  0.135; -0.085;  0.996
 2.639; -1.378;  1.812; -0.876;  0.192; -0.239;  0.481; -0.981;  0.971; -0.167;  0.151;  0.034;  0.999
 2.698; -1.683;  1.804; -0.903; -0.112; -0.231;  0.429; -0.994;  0.973; -0.142;  0.163;  0.161;  0.987
 2.775; -1.927;  1.801; -0.934; -0.349; -0.228;  0.358; -0.937;  0.974; -0.123;  0.163;  0.249;  0.968
 2.866; -1.920;  1.799; -0.962; -0.342; -0.227;  0.273; -0.940;  0.974; -0.139;  0.151;  0.199;  0.980
 2.916; -1.871;  1.805; -0.975; -0.296; -0.233;  0.224; -0.955;  0.973; -0.152;  0.141;  0.149;  0.989
 2.927; -1.836;  1.790; -0.977; -0.262; -0.218;  0.213; -0.965;  0.976; -0.158;  0.138;  0.130;  0.991
 2.955; -1.776;  1.727; -0.983; -0.204; -0.156;  0.185; -0.979;  0.988; -0.167;  0.137;  0.117;  0.993
 3.044; -1.646;  1.632; -0.995; -0.075; -0.062;  0.097; -0.997;  0.998; -0.192;  0.120;  0.056;  0.998
 3.162; -1.451;  1.559; -1.000;  0.119;  0.012; -0.021; -0.993;  1.000; -0.221;  0.088; -0.053;  0.999
 3.184; -1.198;  1.527; -0.999;  0.364;  0.043; -0.042; -0.931;  0.999; -0.243;  0.047; -0.186;  0.983
 3.146; -0.953;  1.506; -1.000;  0.579;  0.064; -0.004; -0.815;  0.998; -0.252;  0.023; -0.275;  0.961
 3.110; -0.728;  1.499; -0.999;  0.747;  0.072;  0.032; -0.665;  0.997; -0.254; -0.002; -0.361;  0.932
 3.123; -0.521;  1.470; -1.000;  0.867;  0.101;  0.019; -0.498;  0.995; -0.252; -0.035; -0.448;  0.894
 3.121; -0.381;  1.379; -1.000;  0.928;  0.190;  0.021; -0.372;  0.982; -0.254; -0.050; -0.469;  0.883
 3.087; -0.313;  1.278; -0.999;  0.951;  0.289;  0.054; -0.308;  0.957; -0.261; -0.045; -0.440;  0.898
 3.021; -0.274;  1.200; -0.993;  0.963;  0.363;  0.120; -0.270;  0.932; -0.268; -0.029; -0.392;  0.920
 2.913; -0.209;  1.132; -0.974;  0.978;  0.425;  0.227; -0.208;  0.905; -0.273; -0.005; -0.340;  0.940
 2.834; -0.128;  1.074; -0.953;  0.992;  0.477;  0.303; -0.128;  0.879; -0.274;  0.007; -0.314;  0.950
 2.812; -0.052;  1.034; -0.946;  0.999;  0.511;  0.324; -0.051;  0.859; -0.275;  0.003; -0.321;  0.947
 2.825;  0.015;  1.023; -0.950;  1.000;  0.521;  0.311;  0.015;  0.854; -0.273; -0.012; -0.353;  0.936
 2.852;  0.087;  0.995; -0.958;  0.996;  0.545;  0.285;  0.087;  0.839; -0.271; -0.030; -0.386;  0.923
 2.867;  0.163;  0.941; -0.963;  0.987;  0.589;  0.271;  0.163;  0.808; -0.270; -0.043; -0.403;  0.915
 2.860;  0.268;  0.876; -0.961;  0.964;  0.640;  0.278;  0.265;  0.768; -0.268; -0.054; -0.418;  0.908
 2.866;  0.384;  0.787; -0.962;  0.927;  0.706;  0.272;  0.374;  0.708; -0.265; -0.069; -0.432;  0.902
 2.874;  0.487;  0.725; -0.964;  0.884;  0.748;  0.265;  0.468;  0.663; -0.259; -0.084; -0.455;  0.891
 2.897;  0.561;  0.693; -0.970;  0.847;  0.769;  0.242;  0.532;  0.639; -0.251; -0.100; -0.484;  0.875
 2.950;  0.579;  0.641; -0.982;  0.837;  0.801;  0.191;  0.547;  0.598; -0.248; -0.113; -0.492;  0.871
 3.030;  0.585;  0.538; -0.994;  0.834;  0.859;  0.112;  0.552;  0.513; -0.247; -0.128; -0.484;  0.875
 3.163;  0.568;  0.441; -1.000;  0.843;  0.904; -0.021;  0.538;  0.427; -0.240; -0.152; -0.492;  0.870
 3.202;  0.491;  0.421; -0.998;  0.882;  0.913; -0.061;  0.471;  0.409; -0.247; -0.150; -0.469;  0.883
 3.183;  0.352;  0.470; -0.999;  0.939;  0.891; -0.041;  0.344;  0.453; -0.264; -0.126; -0.419;  0.908
 3.151;  0.168;  0.585; -1.000;  0.986;  0.834; -0.010;  0.167;  0.552; -0.278; -0.095; -0.372;  0.928
 3.113; -0.048;  0.720; -1.000;  0.999;  0.752;  0.029; -0.048;  0.659; -0.288; -0.055; -0.316;  0.949
 3.101; -0.266;  0.809; -0.999;  0.965;  0.690;  0.041; -0.263;  0.724; -0.292; -0.019; -0.249;  0.969
 3.096; -0.431;  0.839; -0.999;  0.908;  0.668;  0.046; -0.418;  0.744; -0.292;  0.012; -0.180;  0.984
 3.106; -0.532;  0.806; -0.999;  0.862;  0.692;  0.036; -0.507;  0.722; -0.291;  0.031; -0.119;  0.993
 3.152; -0.632;  0.739; -1.000;  0.807;  0.739; -0.011; -0.590;  0.674; -0.290;  0.047; -0.054;  0.999
 3.155; -0.792;  0.675; -1.000;  0.703;  0.781; -0.014; -0.711;  0.625; -0.281;  0.080;  0.051;  0.999
 3.126; -0.952;  0.635; -1.000;  0.580;  0.805;  0.015; -0.814;  0.593; -0.261;  0.120;  0.165;  0.986
 3.107; -1.057;  0.577; -0.999;  0.492;  0.838;  0.035; -0.871;  0.545; -0.242;  0.146;  0.255;  0.967
 3.072; -1.141;  0.518; -0.998;  0.417;  0.869;  0.069; -0.909;  0.495; -0.220;  0.171;  0.339;  0.941
 3.004; -1.244;  0.498; -0.991;  0.321;  0.879;  0.137; -0.947;  0.478; -0.188;  0.197;  0.428;  0.904
 2.961; -1.347;  0.500; -0.984;  0.222;  0.878;  0.180; -0.975;  0.479; -0.159;  0.212;  0.492;  0.871
 2.955; -1.461;  0.541; -0.983;  0.110;  0.857;  0.186; -0.994;  0.515; -0.140;  0.217;  0.525;  0.851
 2.971; -1.566;  0.582; -0.986;  0.005;  0.836;  0.170; -1.000;  0.549; -0.127;  0.216;  0.546;  0.838
 3.026; -1.607;  0.621; -0.993; -0.037;  0.813;  0.115; -0.999;  0.582; -0.134;  0.209;  0.523;  0.852
 3.114; -1.585;  0.709; -1.000; -0.014;  0.759;  0.027; -1.000;  0.651; -0.164;  0.189;  0.437;  0.900
 3.180; -1.502;  0.792; -0.999;  0.068;  0.703; -0.039; -0.998;  0.711; -0.197;  0.163;  0.328;  0.945
 3.177; -1.385;  0.857; -0.999;  0.185;  0.654; -0.035; -0.983;  0.756; -0.219;  0.146;  0.243;  0.970
 3.163; -1.297;  0.919; -1.000;  0.271;  0.607; -0.021; -0.963;  0.795; -0.232;  0.132;  0.177;  0.984
 3.152; -1.256;  0.975; -1.000;  0.310;  0.561; -0.011; -0.951;  0.828; -0.238;  0.123;  0.135;  0.991
 3.146; -1.231;  1.007; -1.000;  0.333;  0.534; -0.005; -0.943;  0.845; -0.241;  0.118;  0.109;  0.994
 3.143; -1.235;  1.016; -1.000;  0.330;  0.527; -0.002; -0.944;  0.850; -0.241;  0.118;  0.108;  0.994
 3.142; -1.244;  1.078; -1.000;  0.321;  0.473; -0.000; -0.947;  0.881; -0.241;  0.113;  0.083;  0.997
 3.141; -1.259;  1.173; -1.000;  0.307;  0.387;  0.000; -0.952;  0.922; -0.240;  0.105;  0.043;  0.999
