j0; j1; j2; j3; j4; cos(j0); cos(j1); cos(j2); cos(j3); cos(j4); sin(j0); sin(j1); sin(j2); sin(j3); sin(j4); ee_x; ee_y; ee_z; ee_qw; ee_qx; ee_qy; ee_qz
 1.272;  0.382; -0.041; -0.034; -1.374;  0.295;  0.928;  0.999;  0.999;  0.195;  0.956;  0.373; -0.041; -0.034; -0.981; -0.077;  0.149;  0.473;  0.557; -0.575; -0.277;  0.532
 1.213;  0.411; -0.213;  0.045; -1.171;  0.350;  0.917;  0.977;  0.999;  0.389;  0.937;  0.400; -0.211;  0.045; -0.921; -0.067;  0.137;  0.501;  0.641; -0.509; -0.230;  0.527
 1.192;  0.428; -0.420;  0.093; -0.937;  0.370;  0.910;  0.913;  0.996;  0.592;  0.929;  0.415; -0.408;  0.093; -0.806; -0.066;  0.096;  0.530;  0.725; -0.398; -0.216;  0.519
 1.168;  0.465; -0.672;  0.138; -0.665;  0.392;  0.894;  0.783;  0.991;  0.787;  0.920;  0.449; -0.622;  0.137; -0.617; -0.063;  0.041;  0.550;  0.794; -0.254; -0.207;  0.512
 1.123;  0.482; -0.935;  0.191; -0.342;  0.433;  0.886;  0.594;  0.982;  0.942;  0.901;  0.463; -0.804;  0.190; -0.336; -0.061; -0.033;  0.552;  0.839; -0.075; -0.199;  0.501
 1.070;  0.442; -1.216;  0.228;  0.012;  0.480;  0.904;  0.347;  0.974;  1.000;  0.877;  0.427; -0.938;  0.226;  0.012; -0.072; -0.134;  0.514;  0.827;  0.143; -0.229;  0.492
 1.032;  0.377; -1.495;  0.273;  0.372;  0.513;  0.930;  0.076;  0.963;  0.932;  0.858;  0.368; -0.997;  0.270;  0.364; -0.080; -0.218;  0.436;  0.742;  0.346; -0.267;  0.508
 0.988;  0.287; -1.661;  0.339;  0.745;  0.551;  0.959; -0.090;  0.943;  0.735;  0.835;  0.283; -0.996;  0.333;  0.678; -0.071; -0.256;  0.363;  0.625;  0.498; -0.259;  0.543
 0.941;  0.166; -1.653;  0.399;  1.111;  0.589;  0.986; -0.082;  0.922;  0.443;  0.808;  0.166; -0.997;  0.388;  0.896; -0.055; -0.258;  0.330;  0.523;  0.602; -0.188;  0.573
 0.933;  0.017; -1.600;  0.434;  1.450;  0.595;  1.000; -0.029;  0.907;  0.120;  0.803;  0.017; -1.000;  0.420;  0.993; -0.039; -0.253;  0.297;  0.399;  0.680; -0.113;  0.605
 0.949; -0.125; -1.543;  0.444;  1.691;  0.582;  0.992;  0.028;  0.903; -0.120;  0.813; -0.124; -1.000;  0.430;  0.993; -0.029; -0.245;  0.267;  0.282;  0.721; -0.055;  0.631
 0.970; -0.254; -1.518;  0.470;  1.685;  0.566;  0.968;  0.053;  0.891; -0.114;  0.825; -0.251; -0.999;  0.453;  0.993; -0.033; -0.259;  0.246;  0.257;  0.714; -0.079;  0.647
 1.013; -0.401; -1.517;  0.503;  1.639;  0.529;  0.921;  0.054;  0.876; -0.068;  0.848; -0.390; -0.999;  0.482;  0.998; -0.032; -0.277;  0.216;  0.224;  0.701; -0.118;  0.667
 1.097; -0.564; -1.506;  0.496;  1.605;  0.456;  0.845;  0.064;  0.879; -0.035;  0.890; -0.534; -0.998;  0.476;  0.999; -0.015; -0.292;  0.175;  0.153;  0.690; -0.155;  0.690
 1.191; -0.765; -1.488;  0.455;  1.588;  0.371;  0.721;  0.083;  0.898; -0.017;  0.929; -0.692; -0.997;  0.440;  1.000;  0.011; -0.297;  0.120;  0.049;  0.675; -0.205;  0.707
 1.310; -0.959; -1.501;  0.408;  1.579;  0.258;  0.575;  0.070;  0.918; -0.009;  0.966; -0.819; -0.998;  0.397;  1.000;  0.049; -0.283;  0.060; -0.080;  0.659; -0.253;  0.704
 1.447; -1.087; -1.521;  0.362;  1.576;  0.123;  0.465;  0.050;  0.935; -0.005;  0.992; -0.885; -0.999;  0.354;  1.000;  0.089; -0.256;  0.020; -0.194;  0.651; -0.273;  0.681
 1.612; -1.173; -1.513;  0.294;  1.575; -0.041;  0.388;  0.058;  0.957; -0.004;  0.999; -0.922; -0.998;  0.289;  1.000;  0.129; -0.223; -0.005; -0.297;  0.653; -0.268;  0.643
 1.658; -1.249; -1.499;  0.188;  1.573; -0.087;  0.317;  0.072;  0.982; -0.003;  0.996; -0.949; -0.997;  0.187;  1.000;  0.139; -0.198; -0.028; -0.364;  0.637; -0.306;  0.607
 1.624; -1.304; -1.497;  0.081;  1.554; -0.054;  0.264;  0.074;  0.997;  0.017;  0.999; -0.965; -0.997;  0.081;  1.000;  0.130; -0.184; -0.046; -0.395;  0.607; -0.373;  0.580
 1.572; -1.354; -1.487; -0.039;  1.508; -0.001;  0.215;  0.084;  0.999;  0.062;  1.000; -0.977; -0.997; -0.039;  0.998;  0.120; -0.171; -0.065; -0.413;  0.574; -0.448;  0.547
 1.547; -1.417; -1.456; -0.174;  1.425;  0.024;  0.153;  0.115;  0.985;  0.145;  1.000; -0.988; -0.993; -0.173;  0.989;  0.115; -0.153; -0.086; -0.431;  0.550; -0.519;  0.492
 1.542; -1.479; -1.405; -0.313;  1.297;  0.029;  0.092;  0.165;  0.951;  0.271;  1.000; -0.996; -0.986; -0.308;  0.963;  0.112; -0.133; -0.109; -0.436;  0.543; -0.583;  0.417
 1.526; -1.524; -1.368; -0.458;  1.134;  0.045;  0.046;  0.202;  0.897;  0.423;  0.999; -0.999; -0.979; -0.442;  0.906;  0.104; -0.108; -0.129; -0.432;  0.539; -0.645;  0.326
 1.517; -1.560; -1.384; -0.631;  0.957;  0.054;  0.011;  0.185;  0.808;  0.576;  0.999; -1.000; -0.983; -0.590;  0.817;  0.095; -0.059; -0.139; -0.448;  0.524; -0.697;  0.195
 1.537; -1.567; -1.436; -0.860;  0.763;  0.034;  0.004;  0.135;  0.652;  0.723;  0.999; -1.000; -0.991; -0.758;  0.691;  0.083;  0.005; -0.125; -0.478;  0.509; -0.716;  0.023
 1.585; -1.563; -1.472; -1.148;  0.588; -0.014;  0.008;  0.098;  0.410;  0.832;  1.000; -1.000; -0.995; -0.912;  0.555;  0.066;  0.064; -0.082; -0.514;  0.486; -0.688; -0.160
 1.589; -1.583; -1.461; -1.478;  0.454; -0.018; -0.012;  0.110;  0.092;  0.899;  1.000; -1.000; -0.994; -0.996;  0.438;  0.051;  0.099; -0.018; -0.559;  0.435; -0.628; -0.321
 1.580; -1.565; -1.400; -1.706;  0.326; -0.009;  0.006;  0.170; -0.135;  0.947;  1.000; -1.000; -0.985; -0.991;  0.320;  0.038;  0.100;  0.021; -0.567;  0.423; -0.579; -0.406
 1.576; -1.549; -1.357; -1.691;  0.165; -0.005;  0.021;  0.212; -0.120;  0.986;  1.000; -1.000; -0.977; -0.993;  0.164;  0.019;  0.096;  0.004; -0.512;  0.488; -0.563; -0.427
 1.574; -1.559; -1.341; -1.642; -0.064; -0.003;  0.012;  0.228; -0.071;  0.998;  1.000; -1.000; -0.974; -0.997; -0.064; -0.008;  0.095; -0.010; -0.438;  0.556; -0.525; -0.474
 1.573; -1.573; -1.311; -1.580; -0.357; -0.003; -0.002;  0.257; -0.009;  0.937;  1.000; -1.000; -0.966; -1.000; -0.350; -0.042;  0.082; -0.027; -0.327;  0.627; -0.471; -0.527
 1.574; -1.551; -1.287; -1.488; -0.674; -0.003;  0.020;  0.280;  0.082;  0.781;  1.000; -1.000; -0.960; -0.997; -0.624; -0.075;  0.050; -0.046; -0.178;  0.685; -0.422; -0.567
 1.574; -1.459; -1.273; -1.413; -0.945; -0.003;  0.111;  0.294;  0.157;  0.586;  1.000; -0.994; -0.956; -0.988; -0.811; -0.097;  0.003; -0.053; -0.020;  0.707; -0.396; -0.585
 1.555; -1.331; -1.237; -1.348; -1.189;  0.016;  0.238;  0.328;  0.221;  0.372;  1.000; -0.971; -0.945; -0.975; -0.928; -0.112; -0.053; -0.045;  0.141;  0.689; -0.398; -0.589
 1.523; -1.191; -1.203; -1.280; -1.460;  0.047;  0.371;  0.360;  0.287;  0.111;  0.999; -0.929; -0.933; -0.958; -0.994; -0.124; -0.106; -0.015;  0.302;  0.623; -0.399; -0.601
 1.495; -1.079; -1.207; -1.208; -1.668;  0.076;  0.472;  0.356;  0.355; -0.097;  0.997; -0.882; -0.935; -0.935; -0.995; -0.130; -0.135;  0.019;  0.412;  0.543; -0.393; -0.617
 1.426; -1.000; -1.222; -1.121; -1.664;  0.144;  0.540;  0.341;  0.435; -0.093;  0.990; -0.841; -0.940; -0.900; -0.996; -0.141; -0.140;  0.026;  0.430;  0.494; -0.458; -0.601
 1.358; -0.894; -1.199; -1.058; -1.587;  0.211;  0.626;  0.363;  0.491; -0.016;  0.977; -0.780; -0.932; -0.871; -1.000; -0.155; -0.151;  0.036;  0.445;  0.443; -0.544; -0.557
 1.304; -0.785; -1.132; -1.021; -1.488;  0.264;  0.707;  0.425;  0.522;  0.083;  0.964; -0.707; -0.905; -0.853; -0.997; -0.170; -0.168;  0.053;  0.468;  0.389; -0.624; -0.490
 1.248; -0.654; -1.091; -1.009; -1.413;  0.317;  0.794;  0.461;  0.532;  0.157;  0.948; -0.609; -0.887; -0.846; -0.988; -0.184; -0.177;  0.079;  0.491;  0.335; -0.679; -0.432
 1.214; -0.450; -1.124; -1.038; -1.354;  0.349;  0.900;  0.432;  0.508;  0.215;  0.937; -0.435; -0.902; -0.861; -0.977; -0.190; -0.174;  0.112;  0.512;  0.294; -0.712; -0.380
 1.178; -0.203; -1.187; -1.048; -1.295;  0.383;  0.980;  0.374;  0.499;  0.272;  0.924; -0.201; -0.927; -0.866; -0.962; -0.193; -0.165;  0.150;  0.543;  0.243; -0.738; -0.318
 1.181;  0.023; -1.240; -1.013; -1.242;  0.380;  1.000;  0.325;  0.529;  0.323;  0.925;  0.023; -0.946; -0.848; -0.946; -0.190; -0.162;  0.189;  0.588;  0.194; -0.749; -0.235
 1.230;  0.243; -1.266; -0.955; -1.195;  0.334;  0.971;  0.300;  0.578;  0.367;  0.942;  0.240; -0.954; -0.816; -0.930; -0.177; -0.164;  0.236;  0.642;  0.146; -0.743; -0.122
 1.315;  0.453; -1.308; -0.897; -1.148;  0.253;  0.899;  0.260;  0.624;  0.411;  0.968;  0.437; -0.966; -0.781; -0.912; -0.156; -0.162;  0.276;  0.680;  0.119; -0.723; -0.001
 1.466;  0.603; -1.377; -0.865; -1.076;  0.105;  0.824;  0.192;  0.649;  0.475;  0.995;  0.567; -0.981; -0.761; -0.880; -0.124; -0.174;  0.292;  0.686;  0.160; -0.700;  0.114
 1.626;  0.703; -1.413; -0.804; -0.951; -0.055;  0.763;  0.157;  0.694;  0.581;  0.998;  0.646; -0.988; -0.720; -0.814; -0.092; -0.188;  0.313;  0.676;  0.207; -0.664;  0.245
 1.637;  0.779; -1.457; -0.676; -0.831; -0.066;  0.711;  0.114;  0.780;  0.674;  0.998;  0.703; -0.993; -0.625; -0.739; -0.076; -0.188;  0.341;  0.672;  0.204; -0.621;  0.349
 1.613;  0.846; -1.570; -0.548; -0.766; -0.042;  0.663;  0.000;  0.854;  0.721;  0.999;  0.748; -1.000; -0.521; -0.693; -0.075; -0.187;  0.350;  0.677;  0.190; -0.598;  0.385
 1.551;  0.923; -1.633; -0.480; -0.734;  0.020;  0.603; -0.062;  0.887;  0.742;  1.000;  0.798; -0.998; -0.462; -0.670; -0.084; -0.172;  0.360;  0.693;  0.155; -0.582;  0.397
 1.491;  1.006; -1.601; -0.429; -0.698;  0.080;  0.535; -0.030;  0.909;  0.766;  0.997;  0.845; -1.000; -0.416; -0.642; -0.089; -0.139;  0.393;  0.716;  0.093; -0.541;  0.432
 1.438;  1.043; -1.553; -0.380; -0.679;  0.132;  0.504;  0.018;  0.929;  0.778;  0.991;  0.864; -1.000; -0.371; -0.628; -0.091; -0.110;  0.418;  0.735;  0.041; -0.504;  0.453
 1.359;  1.079; -1.525; -0.318; -0.679;  0.210;  0.472;  0.045;  0.950;  0.778;  0.978;  0.882; -0.999; -0.313; -0.628; -0.094; -0.077;  0.437;  0.759; -0.020; -0.468;  0.453
 1.289;  1.164; -1.484; -0.232; -0.681;  0.278;  0.396;  0.087;  0.973;  0.777;  0.961;  0.918; -0.996; -0.230; -0.630; -0.084; -0.020;  0.460;  0.780; -0.102; -0.398;  0.472
 1.217;  1.263; -1.407; -0.169; -0.719;  0.347;  0.303;  0.163;  0.986;  0.752;  0.938;  0.953; -0.987; -0.168; -0.659; -0.065;  0.052;  0.473;  0.790; -0.202; -0.318;  0.483
 1.127;  1.326; -1.297; -0.117; -0.786;  0.430;  0.242;  0.270;  0.993;  0.706;  0.903;  0.970; -0.963; -0.117; -0.708; -0.037;  0.120;  0.471;  0.789; -0.302; -0.239;  0.479
 1.000;  1.389; -1.133; -0.071; -0.885;  0.540;  0.180;  0.424;  0.997;  0.634;  0.842;  0.984; -0.906; -0.071; -0.774;  0.014;  0.194;  0.449;  0.771; -0.414; -0.131;  0.466
 0.808;  1.472; -0.929; -0.075; -0.961;  0.691;  0.099;  0.598;  0.997;  0.573;  0.723;  0.995; -0.801; -0.075; -0.820;  0.101;  0.248;  0.404;  0.751; -0.494;  0.012;  0.438
 0.555;  1.508; -0.736; -0.115; -0.986;  0.850;  0.062;  0.741;  0.993;  0.552;  0.527;  0.998; -0.672; -0.115; -0.834;  0.200;  0.242;  0.364;  0.760; -0.509;  0.150;  0.375
 0.316;  1.496; -0.595; -0.160; -1.033;  0.951;  0.075;  0.828;  0.987;  0.512;  0.310;  0.997; -0.561; -0.160; -0.859;  0.267;  0.196;  0.342;  0.773; -0.504;  0.238;  0.304
 0.148;  1.449; -0.484; -0.174; -1.121;  0.989;  0.122;  0.885;  0.985;  0.434;  0.148;  0.993; -0.465; -0.173; -0.901;  0.299;  0.154;  0.329;  0.764; -0.514;  0.289;  0.262
 0.042;  1.414; -0.340; -0.126; -1.251;  0.999;  0.156;  0.943;  0.992;  0.314;  0.042;  0.988; -0.333; -0.126; -0.949;  0.324;  0.128;  0.294;  0.716; -0.528;  0.359;  0.282
-0.037;  1.404; -0.211; -0.084; -1.399;  0.999;  0.166;  0.978;  0.996;  0.171; -0.037;  0.986; -0.209; -0.084; -0.985;  0.336;  0.106;  0.254;  0.657; -0.540;  0.413;  0.327
-0.140;  1.365; -0.131; -0.073; -1.556;  0.990;  0.205;  0.991;  0.997;  0.015; -0.140;  0.979; -0.131; -0.073; -1.000;  0.332;  0.074;  0.240;  0.621; -0.558;  0.431;  0.342
-0.295;  1.322; -0.068; -0.085; -1.635;  0.957;  0.246;  0.998;  0.996; -0.064; -0.291;  0.969; -0.068; -0.085; -0.998;  0.331;  0.025;  0.238;  0.622; -0.548;  0.462;  0.315
-0.442;  1.315; -0.009; -0.099; -1.620;  0.904;  0.253;  1.000;  0.995; -0.049; -0.427;  0.967; -0.009; -0.099; -0.999;  0.335; -0.026;  0.230;  0.644; -0.497;  0.512;  0.277
-0.545;  1.355;  0.070; -0.095; -1.581;  0.855;  0.214;  0.998;  0.996; -0.010; -0.518;  0.977;  0.070; -0.095; -1.000;  0.342; -0.067;  0.202;  0.651; -0.422;  0.569;  0.273
-0.621;  1.431;  0.129; -0.100; -1.544;  0.813;  0.140;  0.992;  0.995;  0.027; -0.582;  0.990;  0.128; -0.100; -1.000;  0.343; -0.098;  0.165;  0.651; -0.349;  0.614;  0.279
-0.650;  1.523;  0.179; -0.081; -1.491;  0.796;  0.048;  0.984;  0.997;  0.080; -0.605;  0.999;  0.178; -0.081; -0.997;  0.346; -0.113;  0.120;  0.637; -0.273;  0.654;  0.304
-0.670;  1.600;  0.224;  0.003; -1.378;  0.784; -0.029;  0.975;  1.000;  0.191; -0.621;  1.000;  0.222;  0.003; -0.982;  0.347; -0.125;  0.068;  0.610; -0.165;  0.705;  0.321
-0.702;  1.601;  0.270;  0.111; -1.246;  0.763; -0.030;  0.964;  0.994;  0.319; -0.646;  1.000;  0.266;  0.111; -0.948;  0.345; -0.143;  0.038;  0.586; -0.067;  0.748;  0.305
-0.741;  1.553;  0.385;  0.189; -1.106;  0.738;  0.018;  0.927;  0.982;  0.448; -0.675;  1.000;  0.375;  0.188; -0.894;  0.335; -0.161;  0.008;  0.552;  0.031;  0.786;  0.278
-0.786;  1.475;  0.572;  0.215; -0.979;  0.707;  0.095;  0.841;  0.977;  0.558; -0.708;  0.995;  0.541;  0.214; -0.830;  0.316; -0.175; -0.021;  0.510;  0.121;  0.814;  0.249
-0.851;  1.382;  0.825;  0.191; -0.913;  0.659;  0.188;  0.678;  0.982;  0.612; -0.752;  0.982;  0.735;  0.190; -0.791;  0.285; -0.181; -0.048;  0.466;  0.199;  0.828;  0.240
-0.944;  1.258;  1.081;  0.101; -0.901;  0.586;  0.308;  0.471;  0.995;  0.621; -0.810;  0.951;  0.882;  0.101; -0.784;  0.256; -0.193; -0.052;  0.461;  0.251;  0.821;  0.223
-1.023;  1.115;  1.332; -0.042; -0.917;  0.521;  0.440;  0.236;  0.999;  0.609; -0.854;  0.898;  0.972; -0.042; -0.794;  0.235; -0.203; -0.040;  0.484;  0.271;  0.807;  0.202
-1.110;  0.953;  1.570; -0.197; -0.923;  0.445;  0.579;  0.000;  0.981;  0.603; -0.896;  0.815;  1.000; -0.195; -0.797;  0.215; -0.217; -0.019;  0.517;  0.283;  0.792;  0.161
-1.195;  0.791;  1.656; -0.331; -0.941;  0.367;  0.703; -0.085;  0.946;  0.589; -0.930;  0.711;  0.996; -0.325; -0.808;  0.203; -0.250;  0.030;  0.582;  0.255;  0.768;  0.082
-1.277;  0.614;  1.634; -0.419; -1.001;  0.289;  0.817; -0.063;  0.914;  0.539; -0.957;  0.576;  0.998; -0.406; -0.842;  0.190; -0.280;  0.110;  0.656;  0.180;  0.733; -0.013
-1.381;  0.442;  1.580; -0.436; -1.087;  0.189;  0.904; -0.010;  0.906;  0.465; -0.982;  0.428;  1.000; -0.423; -0.885;  0.164; -0.291;  0.184;  0.698;  0.109;  0.701; -0.099
-1.490;  0.261;  1.495; -0.392; -1.148;  0.081;  0.966;  0.076;  0.924;  0.410; -0.997;  0.258;  0.997; -0.382; -0.912;  0.133; -0.287;  0.255;  0.711;  0.049;  0.675; -0.190
-1.576;  0.027;  1.371; -0.307; -1.166; -0.005;  1.000;  0.198;  0.953;  0.394; -1.000;  0.027;  0.980; -0.303; -0.919;  0.109; -0.256;  0.339;  0.706; -0.025;  0.639; -0.304
-1.593; -0.185;  1.197; -0.215; -1.194; -0.022;  0.983;  0.365;  0.977;  0.368; -1.000; -0.184;  0.931; -0.213; -0.930;  0.107; -0.189;  0.413;  0.689; -0.133;  0.595; -0.393
-1.569; -0.340;  1.003; -0.109; -1.279;  0.002;  0.943;  0.538;  0.994;  0.288; -1.000; -0.333;  0.843; -0.109; -0.958;  0.115; -0.110;  0.453;  0.662; -0.251;  0.561; -0.430
-1.506; -0.478;  0.785;  0.035; -1.360;  0.064;  0.888;  0.707;  0.999;  0.209; -0.998; -0.460;  0.707;  0.035; -0.978;  0.119; -0.022;  0.469;  0.632; -0.361;  0.520; -0.446
-1.402; -0.598;  0.541;  0.222; -1.379;  0.168;  0.827;  0.857;  0.975;  0.191; -0.986; -0.563;  0.515;  0.221; -0.982;  0.108;  0.065;  0.472;  0.622; -0.443;  0.458; -0.456
-1.250; -0.705;  0.294;  0.409; -1.416;  0.316;  0.762;  0.957;  0.917;  0.154; -0.949; -0.648;  0.290;  0.398; -0.988;  0.076;  0.147;  0.453;  0.616; -0.528;  0.380; -0.445
-1.105; -0.804;  0.054;  0.579; -1.478;  0.450;  0.694;  0.999;  0.837;  0.093; -0.893; -0.720;  0.054;  0.547; -0.996;  0.028;  0.210;  0.416;  0.597; -0.604;  0.299; -0.435
-0.953; -0.874; -0.154;  0.780; -1.534;  0.579;  0.642;  0.988;  0.711;  0.036; -0.815; -0.767; -0.153;  0.703; -0.999; -0.023;  0.239;  0.378;  0.595; -0.653;  0.237; -0.404
-0.774; -0.970; -0.365;  1.040; -1.583;  0.715;  0.565;  0.934;  0.507; -0.012; -0.699; -0.825; -0.357;  0.862; -1.000; -0.081;  0.247;  0.332;  0.606; -0.689;  0.169; -0.360
-0.624; -1.100; -0.592;  1.368; -1.588;  0.811;  0.453;  0.830;  0.201; -0.017; -0.585; -0.891; -0.558;  0.980; -1.000; -0.127;  0.240;  0.279;  0.623; -0.705;  0.109; -0.322
-0.512; -1.189; -0.826;  1.660; -1.582;  0.872;  0.372;  0.678; -0.089; -0.011; -0.490; -0.928; -0.735;  0.996; -1.000; -0.155;  0.225;  0.234;  0.632; -0.709;  0.043; -0.310
-0.412; -1.205; -1.112;  1.681; -1.537;  0.916;  0.357;  0.443; -0.110;  0.034; -0.401; -0.934; -0.896;  0.994; -0.999; -0.185;  0.212;  0.196;  0.625; -0.692; -0.084; -0.351
-0.315; -1.204; -1.416;  1.640; -1.471;  0.951;  0.359;  0.154; -0.070;  0.100; -0.310; -0.933; -0.988;  0.998; -0.995; -0.213;  0.195;  0.150;  0.597; -0.639; -0.251; -0.414
-0.262; -1.186; -1.637;  1.601; -1.415;  0.966;  0.375; -0.067; -0.030;  0.155; -0.259; -0.927; -0.998;  1.000; -0.988; -0.224;  0.183;  0.121;  0.575; -0.588; -0.355; -0.445
-0.252; -1.117; -1.653;  1.578; -1.348;  0.968;  0.438; -0.082; -0.008;  0.221; -0.250; -0.899; -0.997;  1.000; -0.975; -0.232;  0.181;  0.133;  0.597; -0.567; -0.371; -0.430
-0.214; -1.027; -1.601;  1.549; -1.274;  0.977;  0.517; -0.030;  0.022;  0.292; -0.213; -0.856; -1.000;  1.000; -0.956; -0.250;  0.172;  0.167;  0.653; -0.552; -0.356; -0.378
-0.143; -0.951; -1.494;  1.501; -1.161;  0.990;  0.581;  0.077;  0.069;  0.398; -0.142; -0.814; -0.997;  0.998; -0.917; -0.273;  0.151;  0.210;  0.725; -0.515; -0.344; -0.302
-0.072; -0.872; -1.394;  1.449; -0.999;  0.997;  0.643;  0.176;  0.121;  0.541; -0.072; -0.766; -0.984;  0.993; -0.841; -0.292;  0.122;  0.258;  0.798; -0.452; -0.333; -0.219
-0.037; -0.812; -1.316;  1.371; -0.813;  0.999;  0.688;  0.252;  0.198;  0.687; -0.037; -0.726; -0.968;  0.980; -0.727; -0.305;  0.099;  0.296;  0.850; -0.374; -0.333; -0.162
-0.037; -0.753; -1.212;  1.312; -0.652;  0.999;  0.730;  0.352;  0.256;  0.795; -0.037; -0.684; -0.936;  0.967; -0.607; -0.302;  0.084;  0.340;  0.895; -0.309; -0.298; -0.119
-0.067; -0.665; -1.092;  1.330; -0.529;  0.998;  0.787;  0.461;  0.238;  0.863; -0.067; -0.617; -0.888;  0.971; -0.504; -0.262;  0.078;  0.400;  0.941; -0.262; -0.196; -0.087
-0.157; -0.574; -1.000;  1.424; -0.397;  0.988;  0.840;  0.541;  0.146;  0.922; -0.156; -0.543; -0.841;  0.989; -0.386; -0.193;  0.078;  0.450;  0.974; -0.202; -0.057; -0.091
-0.274; -0.488; -0.952;  1.536; -0.254;  0.963;  0.883;  0.580;  0.035;  0.968; -0.271; -0.469; -0.815;  0.999; -0.252; -0.125;  0.067;  0.477;  0.982; -0.119;  0.064; -0.129
-0.372; -0.400; -0.912;  1.609; -0.135;  0.931;  0.921;  0.612; -0.038;  0.991; -0.364; -0.389; -0.791;  0.999; -0.135; -0.068;  0.044;  0.488;  0.971; -0.038;  0.159; -0.173
-0.474; -0.299; -0.829;  1.608; -0.062;  0.890;  0.956;  0.676; -0.037;  0.998; -0.456; -0.295; -0.737;  0.999; -0.062; -0.017;  0.017;  0.495;  0.945;  0.027;  0.238; -0.221
-0.557; -0.185; -0.702;  1.594; -0.024;  0.849;  0.983;  0.764; -0.023;  1.000; -0.529; -0.184; -0.645;  1.000; -0.024;  0.042; -0.023;  0.491;  0.903;  0.084;  0.336; -0.254
-0.604; -0.042; -0.557;  1.584;  0.036;  0.823;  0.999;  0.849; -0.013;  0.999; -0.568; -0.042; -0.528;  1.000;  0.036;  0.104; -0.077;  0.466;  0.838;  0.156;  0.447; -0.270
-0.682;  0.101; -0.403;  1.578;  0.137;  0.776;  0.995;  0.920; -0.007;  0.991; -0.630;  0.101; -0.392;  1.000;  0.137;  0.147; -0.140;  0.417;  0.741;  0.251;  0.542; -0.306
-0.777;  0.263; -0.260;  1.571;  0.221;  0.713;  0.966;  0.966;  0.000;  0.976; -0.701;  0.260; -0.257;  1.000;  0.219;  0.168; -0.202;  0.350;  0.620;  0.339;  0.622; -0.338
-0.859;  0.426; -0.168;  1.554;  0.311;  0.653;  0.911;  0.986;  0.017;  0.952; -0.757;  0.413; -0.168;  1.000;  0.306;  0.165; -0.248;  0.287;  0.503;  0.411;  0.667; -0.365
-0.957;  0.561; -0.133;  1.505;  0.451;  0.576;  0.847;  0.991;  0.066;  0.900; -0.817;  0.532; -0.132;  0.998;  0.436;  0.137; -0.286;  0.249;  0.407;  0.482;  0.653; -0.418
-1.077;  0.726; -0.099;  1.444;  0.635;  0.474;  0.748;  0.995;  0.126;  0.805; -0.881;  0.664; -0.099;  0.992;  0.593;  0.090; -0.318;  0.205;  0.278;  0.556;  0.620; -0.479
-1.169;  0.955; -0.073;  1.437;  0.868;  0.391;  0.577;  0.997;  0.133;  0.646; -0.921;  0.817; -0.073;  0.991;  0.763;  0.039; -0.326;  0.137;  0.089;  0.599;  0.601; -0.522
-1.205;  1.213; -0.035;  1.444;  1.097;  0.358;  0.350;  0.999;  0.126;  0.456; -0.934;  0.937; -0.035;  0.992;  0.890;  0.004; -0.308;  0.068; -0.105;  0.578;  0.604; -0.539
-1.217;  1.476;  0.054;  1.455;  1.297;  0.346;  0.095;  0.999;  0.116;  0.271; -0.938;  0.996;  0.054;  0.993;  0.963; -0.024; -0.267;  0.004; -0.293;  0.493;  0.625; -0.530
-1.247;  1.667;  0.191;  1.492;  1.488;  0.318; -0.096;  0.982;  0.079;  0.082; -0.948;  0.995;  0.190;  0.997;  0.997; -0.054; -0.216; -0.031; -0.458;  0.367;  0.637; -0.500
-1.326;  1.659;  0.375;  1.533;  1.610;  0.242; -0.088;  0.931;  0.038; -0.039; -0.970;  0.996;  0.366;  0.999;  0.999; -0.077; -0.187; -0.024; -0.550;  0.296;  0.627; -0.467
-1.469;  1.590;  0.590;  1.593;  1.613;  0.101; -0.019;  0.831; -0.022; -0.042; -0.995;  1.000;  0.556;  1.000;  0.999; -0.105; -0.148; -0.020; -0.617;  0.279;  0.636; -0.370
-1.649;  1.485;  0.811;  1.599;  1.597; -0.078;  0.085;  0.689; -0.028; -0.026; -0.997;  0.996;  0.725;  1.000;  1.000; -0.125; -0.110; -0.010; -0.659;  0.285;  0.639; -0.276
-1.658;  1.338;  1.046;  1.579;  1.572; -0.087;  0.231;  0.501; -0.009; -0.001; -0.996;  0.973;  0.865;  1.000;  1.000; -0.128; -0.087;  0.002; -0.669;  0.288;  0.646; -0.229
-1.626;  1.137;  1.297;  1.563;  1.547; -0.055;  0.420;  0.270;  0.008;  0.024; -0.998;  0.908;  0.963;  1.000;  1.000; -0.124; -0.075;  0.020; -0.666;  0.274;  0.658; -0.221
-1.601;  0.952;  1.518;  1.581;  1.543; -0.030;  0.580;  0.053; -0.010;  0.028; -1.000;  0.815;  0.999;  1.000;  1.000; -0.122; -0.062;  0.039; -0.668;  0.252;  0.667; -0.213
-1.586;  0.787;  1.646;  1.560;  1.548; -0.015;  0.706; -0.075;  0.011;  0.023; -1.000;  0.708;  0.997;  1.000;  1.000; -0.121; -0.058;  0.052; -0.662;  0.259;  0.663; -0.234
-1.566;  0.623;  1.639;  1.539;  1.535;  0.005;  0.812; -0.068;  0.032;  0.036; -1.000;  0.584;  0.998;  0.999;  0.999; -0.120; -0.076;  0.060; -0.629;  0.321;  0.641; -0.301
